AgencyName,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft,Total,Population,Year,County
HUTCHINSON CO SO,0,5,0,7,22,48,5,87,6653,2020,Hutchinson County
STINNETT PD,0,0,0,2,3,1,2,8,1759,2020,Hutchinson County
BORGER PD,0,6,1,26,100,219,35,387,12318,2020,Hutchinson County
IRION CO SO,0,0,0,1,1,8,4,14,1524,2020,Irion County
JACK CO SO,0,2,0,8,13,19,5,47,4526,2020,Jack County
JACKSBORO PD,0,1,0,5,6,29,4,45,4372,2020,Jack County
JACKSON CO SO,0,4,0,6,29,35,14,88,6911,2020,Jackson County
GANADO PD,0,1,0,6,10,6,2,25,2062,2020,Jackson County
EDNA PD,0,0,5,10,18,69,5,107,5813,2020,Jackson County
JASPER PD,1,0,1,29,46,194,14,285,7543,2020,Jasper County
JASPER CO SO,1,18,3,54,138,170,82,466,25778,2020,Jasper County
JEFF DAVIS CO SO,0,0,0,2,4,5,2,13,2259,2020,Jeff Davis County
GROVES PD,1,6,11,70,52,232,36,408,15412,2020,Jefferson County
NEDERLAND PD,1,13,4,39,47,199,36,339,17413,2020,Jefferson County
LAMAR UNIV PD,0,0,0,0,5,33,3,41,0,2020,Jefferson County
JEFFERSON CO SO,1,4,5,46,70,217,51,394,34157,2020,Jefferson County
PORT NECHES PD,1,4,2,22,28,95,12,164,12616,2020,Jefferson County
BEAUMONT PD,23,79,300,1032,959,2561,363,5317,116766,2020,Jefferson County
PORT ARTHUR PD,8,47,88,303,347,779,132,1704,54257,2020,Jefferson County
JIM HOGG CO SO,0,2,0,10,18,12,4,46,5173,2020,Jim Hogg County
JIM WELLS CO SO,2,5,1,76,118,91,41,334,16958,2020,Jim Wells County
ALICE PD,0,15,10,88,194,565,42,914,18634,2020,Jim Wells County
PREMONT PD,0,0,0,17,39,0,3,59,2531,2020,Jim Wells County
VENUS ISD PD,0,0,0,0,1,4,0,5,0,2020,Johnson County
JOHNSON CO SO,1,36,9,144,151,411,84,836,79612,2020,Johnson County
CLEBURNE PD,1,23,11,70,87,374,63,629,31486,2020,Johnson County
GODLEY PD,0,2,0,5,3,4,1,15,1423,2020,Johnson County
ALVARADO PD,1,1,5,14,15,58,12,106,4626,2020,Johnson County
JOSHUA PD,0,1,1,21,13,42,4,82,8319,2020,Johnson County
BURLESON PD,1,20,6,83,67,526,85,788,49660,2020,Johnson County
KEENE PD,0,3,0,12,10,25,4,54,6619,2020,Johnson County
VENUS PD,0,0,1,11,5,29,2,48,4570,2020,Johnson County
JONES CO SO,1,1,0,4,14,23,4,47,6472,2020,Jones County
HAMLIN PD,0,0,0,0,3,8,2,13,2010,2020,Jones County
STAMFORD PD,1,0,1,6,15,23,7,53,2921,2020,Jones County
HAWLEY PD (NR),0,0,0,0,3,0,0,3,622,2020,Jones County
ANSON PD (NR),0,0,0,3,6,17,2,28,2283,2020,Jones County
KARNES CO SO,0,1,1,2,39,33,12,88,8853,2020,Karnes County
KARNES CITY PD,0,0,0,11,3,35,1,50,3419,2020,Karnes County
KENEDY PD,0,2,2,6,32,66,12,120,3357,2020,Karnes County
KEMP PD,0,0,0,2,4,14,3,23,1259,2020,Kaufman County
TERRELL PD,3,14,10,36,69,357,62,551,19204,2020,Kaufman County
TERRELL ISD PD,0,1,0,1,0,0,0,2,0,2020,Kaufman County
FORNEY PD,0,1,10,12,37,379,40,479,29366,2020,Kaufman County
KAUFMAN CO SO,2,35,10,60,176,383,108,774,77723,2020,Kaufman County
KAUFMAN PD,0,3,3,24,24,123,18,195,7930,2020,Kaufman County
CRANDALL PD,0,1,3,14,33,112,13,176,4147,2020,Kaufman County
BOERNE PD,0,8,3,21,34,201,38,305,19342,2020,Kendall County
KENDALL CO SO,0,7,1,19,25,71,25,148,27262,2020,Kendall County
KENEDY CO SO,0,0,0,2,0,3,7,12,402,2020,Kenedy County
KENT CO SO (NR),0,0,0,0,4,4,0,8,754,2020,Kent County
CENTER POINT ISD PD,0,0,0,0,0,0,0,0,0,2020,Kerr County
KERR CO SO,2,15,0,23,55,109,9,213,26988,2020,Kerr County
INGRAM PD,0,0,0,4,4,11,0,19,1859,2020,Kerr County
KERRVILLE PD,0,15,1,49,23,207,18,313,23912,2020,Kerr County
KIMBLE CO SO,0,0,0,0,4,4,1,9,1907,2020,Kimble County
JUNCTION PD,1,0,0,0,2,3,0,6,2387,2020,Kimble County
KINNEY CO SO (NR),0,0,0,0,0,0,0,0,1977,2020,Kinney County
KINGSVILLE PD,1,23,11,83,130,432,19,699,25195,2020,Kleberg County
TX A&M UNIV: KINGSVILLE PD (NR),0,0,0,0,0,5,0,5,0,2020,Kleberg County
KLEBERG CO SO,0,7,1,12,13,20,4,57,5234,2020,Kleberg County
KNOX CITY PD,0,2,0,3,8,8,1,22,1118,2020,Knox County
MUNDAY PD (NR),0,0,0,0,0,0,0,0,1272,2020,Knox County
PARIS PD,3,38,16,192,148,482,80,959,24801,2020,Lamar County
LAMAR CO SO,0,1,0,21,48,99,11,180,21529,2020,Lamar County
RENO PD (LAMAR CO),0,0,0,11,5,20,1,37,3364,2020,Lamar County
LITTLEFIELD PD,2,0,1,18,47,65,11,144,5786,2020,Lamb County
SUDAN PD,0,0,0,4,1,10,0,15,888,2020,Lamb County
OLTON PD (NR),0,2,0,9,16,27,4,58,2043,2020,Lamb County
LAMB CO SO,0,1,0,3,27,38,7,76,4016,2020,Lamb County
LAMPASAS CO SO,0,1,0,11,42,64,9,127,10728,2020,Lampasas County
LAMPASAS PD,0,2,0,20,27,160,11,220,8132,2020,Lampasas County
KEMPNER PD,0,1,0,0,2,5,1,9,1145,2020,Lampasas County
ENCINAL PD (NR),0,1,0,0,0,0,0,1,595,2020,La Salle County
LA SALLE CO SO,0,0,1,20,6,23,0,50,6970,2020,La Salle County
YOAKUM PD,0,1,1,10,35,21,1,69,5956,2020,Lavaca County
HALLETTSVILLE PD,0,1,0,6,17,44,5,73,2645,2020,Lavaca County
SHINER PD,0,1,0,1,3,2,2,9,2172,2020,Lavaca County
MOULTON PD,0,0,0,0,1,1,0,2,901,2020,Lavaca County
LAVACA CO SO,0,1,0,8,36,35,3,83,10630,2020,Lavaca County
GIDDINGS PD,1,7,2,14,0,83,7,114,5126,2020,Lee County
LEE CO SO,0,6,0,9,35,38,12,100,10901,2020,Lee County
BUFFALO PD,0,0,0,0,5,11,2,18,1908,2020,Leon County
LEON CO SO,0,2,1,4,46,75,5,133,13662,2020,Leon County
LIBERTY CO SO,11,52,14,173,204,323,187,964,63237,2020,Liberty County
LIBERTY PD,0,3,0,23,11,123,12,172,9418,2020,Liberty County
DAYTON PD,0,1,1,7,26,122,21,178,8510,2020,Liberty County
CLEVELAND PD (NR),3,0,3,42,48,261,37,394,8285,2020,Liberty County
MEXIA PD,1,4,2,25,18,109,19,178,7329,2020,Limestone County
GROESBECK PD,0,2,0,3,17,66,8,96,4244,2020,Limestone County
LIMESTONE CO SO,0,1,0,11,34,1,2,49,11776,2020,Limestone County
LIPSCOMB CO SO,0,0,0,1,9,8,2,20,3217,2020,Lipscomb County
THREE RIVERS PD,0,0,0,2,2,0,1,5,1960,2020,Live Oak County
GEORGE WEST PD (NR),0,0,3,1,2,0,0,6,2575,2020,Live Oak County
LLANO PD,0,1,1,5,13,27,5,52,3525,2020,Llano County
SUNRISE BEACH VILLAGE PD,0,0,0,0,0,4,0,4,806,2020,Llano County
LLANO CO SO,0,5,0,20,42,148,23,238,14440,2020,Llano County
LOVING CO SO,0,0,0,2,1,15,1,19,183,2020,Loving County
IDALOU PD,0,0,0,3,4,24,3,34,2308,2020,Lubbock County
SLATON PD,0,7,1,27,49,120,17,221,5864,2020,Lubbock County
LUBBOCK PD,29,228,430,2171,2298,7326,1158,13640,262146,2020,Lubbock County
LUBBOCK CO SO,3,20,10,37,154,270,74,568,31709,2020,Lubbock County
SHALLOWATER PD,0,0,0,1,20,5,4,30,2586,2020,Lubbock County
WOLFFORTH PD,0,2,0,4,4,31,4,45,5735,2020,Lubbock County
LUBBOCK CHRISTIAN UNIV. PD,0,0,0,0,1,3,0,4,0,2020,Lubbock County
LUBBOCK CHRISTIAN UNIV. PD,0,0,0,0,1,3,0,4,0,2020,Lubbock County
TEXAS TECH UNIV: LUBBOCK PD,0,3,0,1,10,214,3,231,0,2020,Lubbock County
TAHOKA PD,0,0,0,3,6,6,6,21,2647,2020,Lynn County
LYNN CO SO,0,0,0,3,3,10,1,17,2569,2020,Lynn County
BRADY PD,0,3,0,12,35,23,10,83,5280,2020,McCulloch County
MCCULLOCH CO SO,0,1,1,2,9,13,5,31,2650,2020,McCulloch County
HEWITT PD,0,6,1,7,25,102,11,152,15092,2020,McLennan County
ROBINSON PD,0,7,2,12,35,123,11,190,12087,2020,McLennan County
MCGREGOR PD,0,9,0,8,8,38,0,63,5368,2020,McLennan County
WEST PD,0,0,0,3,8,5,3,19,3008,2020,McLennan County
RIESEL PD,0,0,0,1,7,2,0,10,1040,2020,McLennan County
BEVERLY HILLS PD,0,2,1,3,4,21,6,37,1984,2020,McLennan County
BAYLOR UNIV PD,0,1,0,0,6,101,5,113,0,2020,McLennan County
WACO PD,14,81,142,669,871,3577,413,5767,140870,2020,McLennan County
BRUCEVILLE-EDDY PD,0,0,0,4,11,5,5,25,1705,2020,McLennan County
MCLENNAN COMM COLLEGE PD,0,0,0,0,1,1,0,2,0,2020,McLennan County
TSTC: WACO PD,0,2,1,2,6,28,1,40,0,2020,McLennan County
LACY LAKEVIEW PD,0,6,6,20,48,128,13,221,6748,2020,McLennan County
WOODWAY PD,0,3,1,8,5,77,4,98,9089,2020,McLennan County
BELLMEAD PD,0,16,15,65,68,380,52,596,10835,2020,McLennan County
LORENA PD,0,1,0,1,2,16,6,26,1762,2020,McLennan County
MCLENNAN CO SO,1,21,3,58,171,382,62,698,46585,2020,McLennan County
MCMULLEN CO SO,0,0,0,0,4,5,0,9,744,2020,McMullen County
MADISONVILLE PD,0,0,1,11,19,35,6,72,4715,2020,Madison County
MADISON CO SO,0,1,1,9,18,24,5,58,9499,2020,Madison County
MARION CO SO,0,2,1,14,35,56,10,118,7857,2020,Marion County
JEFFERSON PD,0,0,0,5,6,4,2,17,1896,2020,Marion County
MARTIN CO SO,0,1,0,5,6,61,0,73,2809,2020,Martin County
STANTON PD,0,0,0,6,6,22,7,41,3061,2020,Martin County
MASON CO SO,0,0,0,3,5,6,0,14,4290,2020,Mason County
MATAGORDA CO SO,2,12,3,54,56,181,41,349,14490,2020,Matagorda County
VAN VLECK ISD PD,0,0,0,0,0,4,0,4,0,2020,Matagorda County
BAY CITY ISD PD,0,0,0,2,0,9,0,11,0,2020,Matagorda County
PALACIOS PD,0,3,2,13,11,51,2,82,4516,2020,Matagorda County
BAY CITY PD,7,20,11,56,101,495,22,712,17505,2020,Matagorda County
MAVERICK CO SO (NR),2,2,3,39,108,200,33,387,28989,2020,Maverick County
EAGLE PASS PD,2,0,4,38,138,372,45,599,30029,2020,Maverick County
DEVINE PD,0,0,0,6,5,115,11,137,4883,2020,Medina County
NATALIA PD,0,3,0,1,5,6,1,16,1610,2020,Medina County
CASTROVILLE PD,0,1,1,4,12,26,4,48,3159,2020,Medina County
HONDO PD,0,5,2,14,36,119,6,182,9506,2020,Medina County
MEDINA CO SO,2,12,6,59,100,176,60,415,31021,2020,Medina County
MENARD CO SO (NR),0,0,0,1,0,0,0,1,2121,2020,Menard County
MIDLAND CO SO,3,8,3,93,100,462,206,875,28558,2020,Midland County
MIDLAND ISD PD,0,0,0,10,3,2,0,15,0,2020,Midland County
MIDLAND PD,10,81,50,408,404,2249,466,3668,150529,2020,Midland County
ROCKDALE PD,1,3,0,17,35,83,14,153,5503,2020,Milam County
THORNDALE PD,0,0,0,0,0,0,0,0,1304,2020,Milam County
CAMERON PD,0,2,1,13,46,37,5,104,5458,2020,Milam County
MILAM CO SO,0,1,1,7,12,44,3,68,12492,2020,Milam County
MILLS CO SO,0,1,0,9,4,9,0,23,4846,2020,Mills County
MITCHELL CO SO (NR),0,0,0,1,9,9,2,21,4600,2020,Mitchell County
COLORADO CITY PD (NR),0,0,1,10,12,48,1,72,3827,2020,Mitchell County
MONTAGUE CO SO,0,4,1,13,38,56,6,118,10631,2020,Montague County
BOWIE PD,0,0,2,2,30,64,2,100,5103,2020,Montague County
NOCONA PD (NR),0,1,0,5,4,2,2,14,2999,2020,Montague County
OAK RIDGE NORTH PD,0,1,2,3,7,43,4,60,3171,2020,Montgomery County
MONTGOMERY CO SO,14,61,92,643,793,3039,525,5167,498315,2020,Montgomery County
MONTGOMERY PD,0,1,2,4,5,13,3,28,1488,2020,Montgomery County
WILLIS PD,0,5,4,26,17,114,18,184,7166,2020,Montgomery County
SPLENDORA PD,0,0,0,6,7,17,5,35,2337,2020,Montgomery County
MAGNOLIA PD,0,0,3,5,9,20,4,41,2193,2020,Montgomery County
CONROE ISD PD,0,6,1,2,7,40,3,59,0,2020,Montgomery County
CONROE PD,2,35,47,91,248,1927,177,2527,94451,2020,Montgomery County
PATTON VILLAGE PD,0,3,1,5,5,7,1,22,2228,2020,Montgomery County
ROMAN FOREST PD,0,0,1,2,0,18,1,22,2058,2020,Montgomery County
MONTGOMERY ISD PD,0,0,0,0,0,1,0,1,0,2020,Montgomery County
SHENANDOAH PD,1,4,3,5,11,170,21,215,3098,2020,Montgomery County
CACTUS PD,0,2,0,5,5,25,11,48,3250,2020,Moore County
MOORE CO SO,0,1,0,3,17,15,2,38,3776,2020,Moore County
DUMAS PD,0,8,1,24,30,210,44,317,13729,2020,Moore County
NAPLES PD (NR),0,0,1,2,1,4,2,10,1307,2020,Morris County
OMAHA PD (NR),0,0,1,0,0,6,1,8,975,2020,Morris County
MORRIS CO SO,0,4,0,6,18,34,7,69,6167,2020,Morris County
DAINGERFIELD PD,0,1,0,24,9,32,4,70,2362,2020,Morris County
LONE STAR PD,0,0,0,4,2,0,2,8,1472,2020,Morris County
MOTLEY CO SO,0,0,0,0,0,1,0,1,1196,2020,Motley County
GARRISON PD,0,0,0,0,1,3,0,4,871,2020,Nacogdoches County
STEPHEN F. AUSTIN UNIV PD,0,1,0,1,0,22,0,24,0,2020,Nacogdoches County
NACOGDOCHES CO SO,1,12,0,52,74,206,33,378,31296,2020,Nacogdoches County
NACOGDOCHES PD,2,27,16,76,141,745,58,1065,32873,2020,Nacogdoches County
DAWSON PD,0,0,0,0,4,12,2,18,800,2020,Navarro County
KERENS PD,0,0,0,0,19,9,8,36,1519,2020,Navarro County
NAVARRO CO SO,1,9,3,46,140,155,20,374,23965,2020,Navarro County
CORSICANA PD,1,23,14,97,89,470,46,740,23914,2020,Navarro County
CORSICANA ISD PD,0,0,0,0,0,2,0,2,0,2020,Navarro County
NEWTON CO SO,3,3,1,13,33,37,9,99,11099,2020,Newton County
NEWTON PD,0,0,0,3,14,7,2,26,2359,2020,Newton County
SWEETWATER PD,0,2,0,19,57,79,6,163,10419,2020,Nolan County
NOLAN CO SO,0,1,0,3,4,23,0,31,2908,2020,Nolan County
NUECES CO SO,2,15,1,48,36,98,1,201,15132,2020,Nueces County
BISHOP PD (NR),1,0,1,2,10,28,6,48,3048,2020,Nueces County
TX A&M UNIV: CORP CHRISTI PD,0,0,0,0,3,5,0,8,0,2020,Nueces County
CORPUS CHRISTI PD,34,251,479,2030,2056,7864,885,13599,329050,2020,Nueces County
ROBSTOWN PD,1,3,4,32,50,218,19,327,11238,2020,Nueces County
PORT ARANSAS PD,0,4,1,14,24,153,17,213,4362,2020,Nueces County
DRISCOLL PD,0,0,0,0,2,1,0,3,746,2020,Nueces County
CORPUS CHRISTI ISD PD (NR),0,0,5,47,12,26,5,95,0,2020,Nueces County
PERRYTON PD,0,4,0,19,17,82,10,132,8486,2020,Ochiltree County
OCHILTREE CO SO,0,0,0,0,0,0,0,0,1282,2020,Ochiltree County
OLDHAM CO SO,0,0,0,2,5,7,3,17,2112,2020,Oldham County
ORANGE PD,2,9,12,58,92,182,47,402,18064,2020,Orange County
PINEHURST PD,0,0,1,21,18,31,9,80,1963,2020,Orange County
WEST ORANGE PD,0,0,2,16,8,67,5,98,3199,2020,Orange County
ORANGE CO SO,0,9,8,60,172,238,93,580,41319,2020,Orange County
VIDOR PD,0,0,6,11,59,111,14,201,10370,2020,Orange County
BRIDGE CITY PD,0,5,0,7,14,62,9,97,7864,2020,Orange County
MINERAL WELLS PD,1,12,4,31,165,304,43,560,15057,2020,Palo Pinto County
PALO PINTO CO SO,0,1,1,11,32,81,21,147,14321,2020,Palo Pinto County
PANOLA CO SO,0,4,1,37,68,167,16,293,16389,2020,Panola County
CARTHAGE PD,0,6,1,19,23,150,8,207,6395,2020,Panola County
WEATHERFORD PD,0,27,8,50,62,441,58,646,34522,2020,Parker County
RENO PD (PARKER CO),0,1,0,19,14,9,9,52,3294,2020,Parker County
PARKER CO SO,3,26,9,81,173,495,79,866,93307,2020,Parker County
SPRINGTOWN PD,0,0,0,4,7,52,0,63,3254,2020,Parker County
HUDSON OAKS PD,0,0,0,0,4,81,11,96,2587,2020,Parker County
WILLOW PARK PD,0,1,1,5,5,50,5,67,6096,2020,Parker County
FRIONA PD,0,1,0,3,5,15,3,27,3775,2020,Parmer County
FARWELL PD,0,0,0,0,6,4,2,12,1283,2020,Parmer County
BOVINA PD,0,0,0,8,1,2,0,11,1768,2020,Parmer County
PARMER CO SO,0,0,0,1,2,14,2,19,2676,2020,Parmer County
FORT STOCKTON PD,0,1,1,15,20,82,8,127,8429,2020,Pecos County
PECOS CO SO,0,0,0,0,19,69,12,100,7374,2020,Pecos County
LIVINGSTON PD,0,1,5,16,10,228,15,275,5240,2020,Polk County
CORRIGAN PD,1,0,1,1,2,13,4,22,1613,2020,Polk County
POLK CO SO,5,22,8,43,170,311,66,625,42021,2020,Polk County
ONALASKA PD,0,4,1,10,10,24,8,57,3006,2020,Polk County
AMARILLO COLLEGE PD,0,0,0,0,5,5,0,10,0,2020,Potter County
AMARILLO PD,15,142,241,1281,1408,4919,1063,9069,200296,2020,Potter County
POTTER CO SO,0,3,0,21,35,126,55,240,14657,2020,Potter County
PRESIDIO CO SO,0,0,0,0,0,0,0,0,1139,2020,Presidio County
MARFA PD,0,0,0,12,0,3,3,18,1589,2020,Presidio County
EMORY PD,0,3,0,4,5,9,4,25,1368,2020,Rains County
RAINS CO SO,0,2,0,10,9,28,1,50,11294,2020,Rains County
CANYON PD,0,8,2,5,9,117,6,147,16263,2020,Randall County
RANDALL CO SO,3,16,6,31,97,156,32,341,24506,2020,Randall County
TX A&M UNIV: WEST PD,0,1,0,0,0,22,0,23,0,2020,Randall County
REAGAN CO SO,0,0,0,8,5,12,7,32,3896,2020,Reagan County
REAL CO SO,0,2,0,4,20,24,5,55,3455,2020,Real County
RED RIVER CO SO,1,3,1,25,33,28,5,96,7796,2020,Red River County
CLARKSVILLE PD,0,0,0,2,5,9,2,18,3042,2020,Red River County
BOGATA PD,0,1,0,1,10,14,6,32,1053,2020,Red River County
PECOS PD,0,4,1,38,37,93,23,196,10667,2020,Reeves County
REEVES CO SO,1,0,0,19,13,51,26,110,5514,2020,Reeves County
REFUGIO PD,0,0,2,2,2,13,2,21,2718,2020,Refugio County
REFUGIO CO SO,0,0,0,2,12,13,6,33,2761,2020,Refugio County
WOODSBORO PD,0,0,0,0,0,2,0,2,1399,2020,Refugio County
ROBERTS CO SO,0,0,0,0,0,1,0,1,844,2020,Roberts County
HEARNE PD,0,0,5,14,47,25,9,100,4345,2020,Robertson County
ROBERTSON CO SO,0,2,0,4,33,70,11,120,8991,2020,Robertson County
FRANKLIN PD,1,2,0,6,14,4,3,30,1649,2020,Robertson County
BREMOND PD,0,0,1,2,9,8,2,22,971,2020,Robertson County
CALVERT PD,0,0,2,5,10,1,0,18,1119,2020,Robertson County
ROCKWALL CO SO,0,2,1,11,14,42,8,78,11874,2020,Rockwall County
HEATH PD,0,3,0,7,4,41,1,56,9584,2020,Rockwall County
FATE PD,0,9,0,3,13,81,7,113,16917,2020,Rockwall County
ROYSE CITY PD,0,7,5,14,25,169,13,233,15388,2020,Rockwall County
ROCKWALL PD,0,11,17,31,55,691,74,879,46867,2020,Rockwall County
RUNNELS CO SO,0,1,0,6,12,2,0,21,3264,2020,Runnels County
BALLINGER PD,0,1,1,11,39,28,5,85,3629,2020,Runnels County
MILES PD,0,0,0,0,2,1,1,4,874,2020,Runnels County
WINTERS PD,1,2,1,7,22,22,2,57,2436,2020,Runnels County
HENDERSON PD,1,5,5,62,93,421,32,619,13093,2020,Rusk County
OVERTON PD,0,1,0,6,3,11,0,21,2498,2020,Rusk County
RUSK CO SO,0,17,4,45,138,314,89,607,34276,2020,Rusk County
TATUM PD,0,0,1,2,2,7,1,13,1384,2020,Rusk County
SABINE CO SO,3,1,2,10,25,21,12,74,8433,2020,Sabine County
PINELAND PD,0,1,0,4,5,2,0,12,795,2020,Sabine County
SAN AUGUSTINE CO SO,0,2,0,11,27,17,9,66,6278,2020,San Augustine County
SAN AUGUSTINE PD,0,0,0,0,0,2,0,2,1865,2020,San Augustine County
SAN JACINTO CO SO,0,31,1,6,325,318,68,749,29039,2020,San Jacinto County
SINTON PD,0,8,3,30,32,126,13,212,5324,2020,San Patricio County
PORTLAND PD,1,4,5,28,20,272,27,357,17468,2020,San Patricio County
TAFT ISD PD,0,0,0,0,1,0,0,1,0,2020,San Patricio County
GREGORY PD (NR),0,1,0,0,6,6,0,13,1886,2020,San Patricio County
MATHIS PD,1,2,3,18,24,57,10,115,4694,2020,San Patricio County
TAFT PD,0,0,1,2,19,19,2,43,2849,2020,San Patricio County
INGLESIDE PD,0,8,2,22,38,74,14,158,10296,2020,San Patricio County
SAN PATRICIO CO SO (NR),0,0,0,34,38,91,14,177,16131,2020,San Patricio County
SAN SABA PD,4,1,1,7,8,25,6,52,3164,2020,San Saba County
SAN SABA CO SO,0,0,0,10,5,14,4,33,2862,2020,San Saba County
SCHLEICHER CO SO,0,0,0,2,14,4,0,20,2715,2020,Schleicher County
SCURRY CO SO,0,0,0,5,34,39,6,84,5618,2020,Scurry County
SNYDER PD,1,5,1,80,35,85,7,214,11004,2020,Scurry County
SHACKELFORD CO SO,0,0,0,4,3,8,0,15,3241,2020,Shackelford County
CENTER PD,0,2,1,15,82,94,2,196,5157,2020,Shelby County
SHELBY CO SO,1,7,0,25,64,99,22,218,17735,2020,Shelby County
TENAHA PD,0,0,0,5,1,0,0,6,1145,2020,Shelby County
SHERMAN CO SO,0,0,0,0,1,3,1,5,950,2020,Sherman County
STRATFORD PD (NR),0,1,0,0,0,1,0,2,2062,2020,Sherman County
UNIV OF TX: HSC - TYLER PD,0,0,0,0,0,7,1,8,0,2020,Smith County
ARP PD,0,0,1,1,0,5,3,10,1037,2020,Smith County
WHITEHOUSE PD,1,1,0,13,12,45,6,78,9047,2020,Smith County
TROUP PD (NR),0,2,1,2,8,24,5,42,2063,2020,Smith County
LINDALE PD,0,0,1,2,53,84,17,157,6675,2020,Smith County
TYLER PD,6,55,69,343,524,2571,203,3771,108139,2020,Smith County
SMITH CO SO,11,46,22,287,381,862,219,1828,103651,2020,Smith County
BULLARD PD,0,0,0,3,7,10,2,22,3900,2020,Smith County
TYLER JR COLLEGE PD,0,2,0,1,1,17,0,21,0,2020,Smith County
UNIV OF TX: TYLER PD,0,0,0,0,4,12,0,16,0,2020,Smith County
SOMERVELL CO SO,0,10,1,4,34,36,0,85,9170,2020,Somervell County
STARR CO SO,2,5,5,62,67,140,35,316,36956,2020,Starr County
RIO GRANDE CITY ISD PD,0,0,0,1,1,8,0,10,0,2020,Starr County
LA GRULLA PD,0,0,0,2,0,1,1,4,1710,2020,Starr County
ROMA ISD PD,0,0,0,0,0,2,0,2,0,2020,Starr County
RIO GRANDE CITY PD,0,0,2,22,84,208,31,347,14587,2020,Starr County
ROMA PD,1,3,1,27,16,71,17,136,11559,2020,Starr County
STEPHENS CO SO,0,1,1,3,15,17,6,43,3921,2020,Stephens County
BRECKENRIDGE PD,0,1,1,15,21,89,11,138,5386,2020,Stephens County
STERLING CO SO,0,0,0,4,5,8,3,20,1306,2020,Sterling County
STONEWALL CO SO (NR),0,0,0,2,0,0,0,2,1330,2020,Stonewall County
SONORA PD,0,1,0,2,11,4,3,21,2765,2020,Sutton County
SUTTON CO SO,0,0,0,3,0,2,0,5,968,2020,Sutton County
KRESS PD (NR),0,0,0,0,0,0,0,0,677,2020,Swisher County
SWISHER CO SO,0,3,0,5,7,12,2,29,1428,2020,Swisher County
TULIA PD,0,0,2,37,12,93,7,151,4618,2020,Swisher County
FORT WORTH PD,110,503,901,3699,3491,18924,3600,31228,929509,2020,Tarrant County
WHITE SETTLEMENT PD,0,0,7,8,45,252,46,358,18051,2020,Tarrant County
WESTOVER HILLS PD,0,0,0,0,3,7,0,10,688,2020,Tarrant County
EVERMAN PD,0,6,8,20,10,69,11,124,6220,2020,Tarrant County
HALTOM CITY PD,1,34,36,67,171,966,218,1493,44037,2020,Tarrant County
EULESS PD,3,15,27,70,139,1090,139,1483,57881,2020,Tarrant County
UNIV OF TX: ARLINGTON PD,0,2,2,1,8,75,5,93,0,2020,Tarrant County
PELICAN BAY PD,0,1,0,4,10,24,4,43,2064,2020,Tarrant County
NORTH RICHLAND HILLS PD,1,26,27,88,135,995,162,1434,71520,2020,Tarrant County
ARLINGTON PD,23,291,361,1526,1219,7847,1264,12531,402700,2020,Tarrant County
COLLEYVILLE PD,0,2,3,3,13,138,4,163,27602,2020,Tarrant County
WATAUGA PD,2,8,8,17,37,245,27,344,24588,2020,Tarrant County
TARRANT CO SO,6,36,13,93,208,431,165,952,47818,2020,Tarrant County
KELLER PD,1,10,1,27,38,273,22,372,48117,2020,Tarrant County
DALWORTHINGTON GARDENS PD,0,0,1,2,2,23,3,31,2382,2020,Tarrant County
LAKE WORTH PD,0,3,8,9,17,229,24,290,4921,2020,Tarrant County
TEXAS CHRISTIAN UNIV PD,0,0,0,1,6,38,1,46,0,2020,Tarrant County
AZLE PD,0,4,2,26,34,128,20,214,13660,2020,Tarrant County
BENBROOK PD,0,9,13,19,37,259,30,367,23766,2020,Tarrant County
HURST PD,2,21,23,52,94,826,103,1121,38796,2020,Tarrant County
KENNEDALE PD,0,2,2,6,38,81,18,147,8881,2020,Tarrant County
LAKESIDE PD,0,1,0,1,1,4,1,8,1603,2020,Tarrant County
SANSOM PARK PD,1,7,2,14,14,49,7,94,5890,2020,Tarrant County
RIVER OAKS PD,1,1,3,7,35,43,15,105,7653,2020,Tarrant County
FOREST HILL PD,1,6,12,30,46,209,73,377,13058,2020,Tarrant County
MANSFIELD PD,4,8,17,40,90,701,75,935,74360,2020,Tarrant County
PANTEGO PD,0,1,0,6,18,58,16,99,2533,2020,Tarrant County
CROWLEY PD,1,4,3,39,47,346,24,464,16909,2020,Tarrant County
SAGINAW PD,2,17,11,21,24,382,59,516,24822,2020,Tarrant County
SOUTHLAKE PD,0,2,6,6,27,182,27,250,33083,2020,Tarrant County
MANSFIELD ISD PD,0,0,0,2,1,50,0,53,0,2020,Tarrant County
BLUE MOUND PD,0,0,0,1,3,8,11,23,2450,2020,Tarrant County
BEDFORD PD,2,23,11,87,93,895,120,1231,49274,2020,Tarrant County
WESTWORTH VILLAGE PD,0,0,1,3,11,114,11,140,2790,2020,Tarrant County
GRAPEVINE PD,1,20,20,58,90,958,135,1282,56343,2020,Tarrant County
DALLAS-FORT WORTH INTERNATIONAL AIRPORT PD,0,0,3,12,9,327,32,383,0,2020,Tarrant County
RICHLAND HILLS PD,0,6,6,12,30,199,18,271,7971,2020,Tarrant County
TARRANT CO HOSPITAL DISTRICT PD,0,2,0,0,1,75,4,82,0,2020,Tarrant County
MERKEL PD,0,7,0,1,4,13,3,28,2620,2020,Taylor County
